ID,gender,employment,income,density,VMT
703,Male,Employed,32301,13185,22.1
704,Female,Not in labor force,15503,11635,15.4
705,Female,Not in labor force,13560,12366,14.8
706,Male,Unemployed,27074,7904,20.7
707,Female,Not in labor force,28734,8361,18.2
708,Male,Employed,133680,13176,27.2
709,Female,Not in labor force,49093,5566,20.2
710,Female,Employed,92613,14123,23.1
711,Female,Not in labor force,19859,13409,15.7
712,Female,Not in labor force,19987,12904,16
713,Female,Not in labor force,14269,8540,15.2
714,Female,Not in labor force,22698,11149,16.4
715,Female,Employed,42999,9863,20.9
716,Female,Not in labor force,31644,11037,18.1
717,Female,Employed,43679,10745,21.3
718,Male,Not in labor force,18334,10423,19.2
719,Male,Employed,74285,11056,25.3
720,Female,Employed,41340,9337,21.1
721,Male,Employed,98100,10278,26.8
722,Female,Employed,42933,9325,21.1
723,Female,Employed,23492,9253,19.5
724,Male,Employed,84546,10243,26.2
725,Female,Not in labor force,25194,12036,16.7
726,Male,Not in labor force,56528,8946,23
727,Female,Not in labor force,32177,9510,18.1
728,Female,Employed,30529,5011,21.1
729,Female,Not in labor force,65760,11901,20.3
730,Female,Employed,93233,10413,22.8
731,Male,Employed,90630,10237,26.3
732,Female,Employed,43166,12184,20.7
733,Female,Not in labor force,21960,12423,16.1
734,Male,Not in labor force,7681,11916,15.3
735,Female,Employed,61129,16068,21.3
736,Female,Employed,51671,12703,21.3
737,Male,Employed,163676,10128,28.1
738,Female,Employed,26926,9512,19.3
739,Female,Employed,60319,11793,21.4
740,Female,Not in labor force,9535,8682,14
741,Female,Not in labor force,10755,11702,14
742,Male,Employed,37944,13621,23.1
743,Male,Unemployed,36420,6530,21.8
744,Female,Not in labor force,15145,13945,15.2
745,Female,Not in labor force,15266,15169,14.7
746,Female,Not in labor force,15581,8353,16
747,Female,Not in labor force,9379,6488,14.1
748,Female,Not in labor force,6100,14366,11.9
749,Female,Employed,74614,15176,22.3
750,Female,Employed,117011,8899,24.9
751,Female,Employed,98428,10285,23.8
752,Female,Not in labor force,21220,10798,16.5
753,Male,Not in labor force,28674,12196,20.1
754,Male,Employed,58456,11628,24.5
755,Male,Employed,86432,6913,26.7
756,Female,Employed,49750,13070,21
757,Male,Not in labor force,13223,9961,18
758,Male,Employed,43314,8622,24.1
759,Female,Not in labor force,28871,9734,17.2
760,Female,Employed,59299,9996,22
761,Female,Employed,54309,11918,21.3
762,Female,Employed,25069,10656,19.2
763,Female,Employed,24751,12700,18.8
764,Male,Unemployed,10484,7211,17.7
765,Male,Employed,64375,10506,25
766,Female,Employed,55347,12027,22
767,Male,Employed,164601,11763,28.4
768,Female,Employed,55175,10891,21.9
769,Female,Not in labor force,22278,7346,16.4
770,Female,Employed,37350,15435,19.8
771,Male,Employed,43045,10302,23.4
772,Female,Employed,30882,11184,19.7
773,Female,Employed,40135,9133,20.8
774,Female,Employed,58331,8487,22.5
775,Male,Not in labor force,74696,7775,24.1
776,Male,Employed,32877,9510,22.9
777,Female,Not in labor force,24849,9509,17.2
778,Female,Employed,33245,9843,20.5
779,Female,Unemployed,22349,12563,16.4
780,Female,Not in labor force,50609,8536,19.7
781,Female,Not in labor force,28393,11606,17.4
782,Male,Employed,64026,7307,25.7
783,Male,Employed,50714,11132,24.3
784,Female,Employed,21459,10510,18.4
785,Female,Not in labor force,49941,9835,19.3
786,Female,Unemployed,14253,7684,15.8
787,Female,Not in labor force,16103,9094,15.8
788,Male,Employed,126550,10110,27.4
789,Female,Employed,40864,10607,20.7
790,Female,Not in labor force,11749,8676,15
791,Male,Employed,41237,8286,24
792,Female,Employed,23945,8601,19.1
793,Female,Not in labor force,28279,11696,17.1
794,Male,Unemployed,20960,7978,19.8
795,Female,Not in labor force,26723,11658,16.7
796,Female,Unemployed,16410,9666,15.8
797,Male,Employed,66628,9591,25.2
798,Female,Not in labor force,16655,12078,15.8
799,Female,Employed,65513,11971,21.9
800,Female,Not in labor force,22785,8110,17.1
801,Male,Employed,57433,10329,24.5
802,Male,Employed,67622,8836,25.6
803,Male,Employed,135654,11796,27.4
804,Male,Not in labor force,18567,11551,18.8
805,Male,Employed,43533,8137,24.1
806,Female,Employed,48062,14091,20.5
807,Female,Not in labor force,18430,12342,15.5
808,Male,Not in labor force,24942,13642,19.3
809,Female,Employed,51077,5141,23.1
810,Female,Not in labor force,26504,8179,17.2
811,Female,Not in labor force,26720,8947,18
812,Female,Unemployed,18523,11993,16.2
813,Female,Employed,46813,8076,21.5
814,Female,Not in labor force,12626,10340,14.9
815,Female,Employed,39390,8761,21
816,Female,Employed,51718,4006,23.3
817,Female,Employed,19247,9610,18.1
818,Female,Employed,29952,7618,20
819,Female,Unemployed,12353,10385,14.7
820,Female,Employed,46039,9236,21.5
821,Male,Not in labor force,46896,11573,21.1
822,Male,Employed,23026,7771,22.2
823,Female,Not in labor force,42851,10500,18.4
824,Female,Employed,25061,12237,18.3
825,Male,Employed,36528,10926,22.5
826,Female,Employed,36871,12672,19.7
827,Male,Employed,197846,8315,29
828,Female,Employed,33897,11479,19.6
829,Female,Employed,53610,10686,21.7
830,Female,Not in labor force,12672,14441,14.4
831,Male,Employed,71406,7659,26
832,Male,Unemployed,9549,15668,16
833,Female,Not in labor force,16968,9493,16
834,Male,Not in labor force,47760,15123,21.2
835,Male,Employed,82274,10359,26.2
836,Female,Employed,88178,6689,24.2
837,Male,Employed,59517,8651,25.3
838,Female,Unemployed,20445,10009,16.5
839,Male,Not in labor force,25907,8663,20.2
840,Male,Employed,88392,13698,25.9
841,Female,Unemployed,47844,6389,19.6
842,Female,Unemployed,20028,7853,17
843,Female,Not in labor force,10442,10961,13.1
844,Male,Not in labor force,25374,7629,20.5
845,Female,Employed,29716,10674,19.2
846,Male,Employed,121457,5794,28.3
847,Female,Employed,64305,11692,21.8
848,Female,Employed,63982,11185,21.9
849,Female,Not in labor force,42024,7986,19.2
850,Female,Employed,16815,12094,18.1
851,Male,Not in labor force,48509,5798,23
852,Female,Employed,27150,3466,20.9
853,Male,Employed,43927,11984,23.3
854,Female,Employed,47873,8274,21.3
855,Female,Not in labor force,17404,13685,15
856,Male,Unemployed,76904,11017,23.5
857,Female,Not in labor force,20651,8522,16.5
858,Male,Not in labor force,36783,10269,20.9
859,Female,Not in labor force,35120,12114,17.6
860,Female,Not in labor force,38975,14869,18
861,Female,Not in labor force,20905,13528,16
862,Male,Employed,184150,10121,28.2
863,Female,Unemployed,17777,13124,15.4
864,Male,Employed,11997,5163,20.6
865,Male,Not in labor force,36404,14445,20.5
866,Male,Employed,98311,10799,26.4
867,Female,Not in labor force,37869,11569,18.6
868,Male,Employed,98928,13892,26.2
869,Male,Employed,43789,16075,23.6
870,Female,Employed,69183,8518,22.7
871,Male,Employed,89666,10648,26.2
872,Male,Employed,83176,10448,25.7
873,Female,Not in labor force,25016,11811,16.3
874,Male,Employed,51103,6339,25
875,Male,Employed,68870,10509,25.4
876,Female,Employed,102555,11897,23.4
877,Female,Not in labor force,13945,9665,14.8
878,Female,Employed,44538,3991,22.5
879,Male,Employed,38925,13194,22.8
880,Male,Not in labor force,26576,10262,20.2
881,Female,Not in labor force,30050,8972,17.3
882,Female,Not in labor force,30016,11622,17
883,Female,Employed,30095,6971,20.5
884,Female,Employed,33892,8264,20.4
885,Female,Employed,14700,11478,17
886,Male,Employed,67921,11627,24.5
887,Male,Employed,173958,10125,28.1
888,Female,Not in labor force,14557,11172,15.2
889,Female,Employed,24831,6361,19.6
890,Female,Not in labor force,16357,10955,15.6
891,Male,Employed,47284,12018,23.4
892,Male,Not in labor force,23540,8748,20.4
893,Male,Not in labor force,36537,7416,21.8
894,Female,Employed,89993,10591,22.9
895,Female,Employed,50852,5659,22.4
896,Male,Employed,58169,14609,24
897,Female,Employed,31846,8467,20.3
898,Female,Not in labor force,32503,5315,18.7
899,Female,Employed,16746,10803,17.6
900,Female,Employed,91030,10565,23.3
901,Male,Employed,150845,14163,27.4
902,Female,Not in labor force,40292,10225,18.8
903,Female,Not in labor force,21485,11973,16.4
904,Female,Not in labor force,19319,13090,15.8
905,Female,Employed,51723,8273,21.7
906,Female,Employed,30412,8779,20.1
907,Female,Employed,26105,11025,19.1
908,Female,Not in labor force,25019,9501,17.3
909,Male,Unemployed,21841,13579,18.6
910,Male,Employed,105415,11935,26.7
911,Male,Employed,31764,10407,22.6
912,Male,Employed,62235,10238,24.8
913,Male,Not in labor force,32429,11010,20.5
914,Female,Employed,29185,9351,19.7
915,Female,Employed,78312,15015,22.5
916,Male,Employed,51391,11940,23.6
917,Female,Employed,59362,14443,21.1
918,Female,Not in labor force,23973,8154,16.9
919,Male,Employed,133054,8913,27.5
920,Female,Not in labor force,31117,11353,17.5
921,Female,Employed,65532,10984,22.4
922,Male,Employed,65369,7007,26
923,Female,Not in labor force,46229,9327,18.6
924,Female,Employed,46075,8174,21.6
925,Female,Employed,45110,7295,21.7
926,Male,Employed,62067,11747,25
927,Female,Not in labor force,19674,10970,15.7
928,Female,Not in labor force,44783,7231,19.8
929,Female,Not in labor force,26537,11344,16.8
930,Female,Not in labor force,13522,7058,15.8
931,Male,Not in labor force,31948,9771,20.6
932,Male,Unemployed,63566,10259,22.8
933,Male,Employed,23874,9418,22.2
934,Female,Employed,83318,14151,22.8
935,Male,Employed,48360,7848,24.5
936,Female,Employed,46457,6003,21.7
937,Male,Employed,91581,7726,26.9
938,Male,Unemployed,34607,8751,21.7
939,Female,Employed,123094,10409,24.6
940,Female,Not in labor force,39328,10707,18.5
941,Male,Employed,82080,11733,25.4
942,Male,Not in labor force,83962,10433,24.4
943,Female,Employed,50418,14049,21.2
944,Male,Unemployed,16088,10395,18.6
945,Female,Not in labor force,28281,12083,16.3
946,Female,Employed,140104,12292,24.7
947,Female,Not in labor force,22214,12185,16.6
948,Male,Employed,58734,10801,24.7
949,Male,Not in labor force,27573,12366,20.2
950,Male,Employed,55366,4807,26.1
951,Female,Not in labor force,28456,13519,16.8
952,Female,Employed,37739,14147,20.3
953,Male,Employed,86983,10254,26
954,Male,Not in labor force,43605,10390,21.6
955,Male,Employed,82750,10939,25.8
956,Female,Employed,46630,3153,23.2
957,Female,Not in labor force,12290,11625,15.1
958,Female,Employed,74159,8732,23.2
959,Female,Employed,54624,10239,21.4
960,Male,Not in labor force,14920,8001,18.6
961,Male,Employed,86815,9538,26.4
962,Male,Unemployed,56700,11714,23
963,Male,Employed,43257,7665,24
964,Male,Not in labor force,34029,6851,21.5
965,Female,Not in labor force,13811,7186,16
966,Male,Employed,60622,13298,24.4
967,Male,Employed,49359,8622,24.3
968,Male,Employed,31235,11071,22.4
969,Male,Employed,74502,10827,25.6
970,Male,Not in labor force,28013,10535,19.9
971,Male,Not in labor force,11376,3994,18.6
972,Male,Not in labor force,26234,7427,20.9
973,Female,Not in labor force,29008,9521,17.7
974,Male,Not in labor force,77789,14198,23.1
975,Female,Employed,14743,9919,17.8
976,Female,Not in labor force,18604,11087,16
977,Female,Employed,43947,11009,21.6
978,Female,Employed,43839,10321,20.9
979,Female,Not in labor force,17972,7639,16.3
980,Male,Employed,34786,10755,23
981,Male,Employed,45350,7624,24.8
982,Male,Not in labor force,57121,6078,23.1
983,Male,Employed,50839,12017,23.9
984,Female,Not in labor force,18785,4831,17.3
985,Male,Unemployed,30058,9334,20.9
986,Male,Employed,9332,9371,18.8
987,Male,Employed,83026,11857,25.4
988,Female,Not in labor force,21895,8973,16.7
989,Male,Not in labor force,28703,13625,19.9
990,Male,Employed,81532,6018,26.4
991,Male,Employed,39796,12369,23.5
992,Male,Employed,131999,7348,27.9
993,Male,Employed,45063,7421,24.2
994,Female,Not in labor force,19722,9419,16.5
995,Female,Employed,42740,11523,20.8
996,Female,Employed,73180,13029,22.3
997,Female,Employed,18675,12020,17.9
998,Female,Unemployed,30461,12363,17.9
999,Female,Not in labor force,22509,11448,16.1
1000,Female,Employed,48802,10689,21.6
1001,Female,Not in labor force,39105,11104,17.8
1002,Male,Not in labor force,46454,7351,22.4
1003,Female,Not in labor force,14216,4798,16.9
1004,Male,Employed,82874,11895,26
1005,Male,Employed,39250,11554,23.3
1006,Male,Employed,102961,9042,26.9
1007,Female,Employed,31233,7104,20.9
1008,Female,Employed,89875,11001,23.1
1009,Female,Not in labor force,9355,9120,14.1
1010,Male,Not in labor force,39023,7512,22.1
1011,Male,Not in labor force,33066,10165,20.7
1012,Female,Not in labor force,16917,8806,16
1013,Male,Not in labor force,29444,7919,20.8
1014,Male,Employed,99713,7729,27.3
1015,Female,Employed,113980,11337,23.9
1016,Male,Employed,27044,7251,22.7
1017,Male,Employed,59024,9689,25.4
1018,Female,Employed,48448,9883,21.6
1019,Male,Employed,99195,12463,26
1020,Male,Employed,134096,11882,27.4
1021,Female,Employed,95516,7064,24
1022,Female,Not in labor force,45376,11312,18.9
1023,Male,Unemployed,26092,9130,20.3
1024,Female,Employed,17801,10173,17.8
1025,Male,Employed,51763,12974,23.8
1026,Male,Not in labor force,20463,10313,19.5
1027,Male,Employed,81318,5391,26.6
1028,Male,Not in labor force,44632,8778,21.9
1029,Female,Employed,29926,13584,19
1030,Female,Employed,35429,12453,20.2
1031,Male,Employed,26372,10792,22.1
1032,Male,Employed,87021,11209,25.4
1033,Male,Unemployed,13832,10458,17.9
1034,Female,Employed,42151,11441,20.8
1035,Female,Unemployed,11278,10973,14.7
1036,Male,Employed,45697,10063,23.9
1037,Female,Employed,26912,12200,19.2
1038,Female,Not in labor force,15905,7707,16.2
1039,Male,Not in labor force,42723,13075,21.2
1040,Female,Employed,45372,6830,21.1
1041,Female,Not in labor force,28869,9310,17.1
1042,Female,Not in labor force,31128,10141,18.3
1043,Female,Not in labor force,23945,11463,16.5
1044,Female,Not in labor force,41417,7113,19.4
1045,Female,Not in labor force,16507,9933,15.4
1046,Male,Employed,59691,12861,24.3
1047,Female,Not in labor force,65969,11601,19.9
1048,Female,Employed,139668,12787,24.2
1049,Male,Employed,91614,11773,26.3
1050,Male,Employed,105875,5790,27.7
1051,Male,Employed,76107,5900,25.9
1052,Male,Employed,95962,8448,26.2
1053,Male,Not in labor force,24421,11743,19.1
1054,Female,Not in labor force,32517,9197,17.9
1055,Male,Employed,47680,11754,23.9
1056,Female,Not in labor force,29327,7922,18
1057,Female,Employed,47760,7662,21.7
1058,Male,Employed,48549,9652,24.1
1059,Female,Not in labor force,32034,7251,18.3
1060,Female,Not in labor force,30741,13181,16.9
1061,Female,Employed,59701,10203,22
1062,Female,Unemployed,12294,11873,15.1
1063,Male,Employed,75779,11644,25.6
1064,Female,Not in labor force,24848,9873,17.1
1065,Female,Not in labor force,23622,10332,16.7
1066,Female,Not in labor force,20483,9477,16.6
1067,Male,Employed,56873,7522,25.7
1068,Female,Employed,80342,8779,23.1
1069,Female,Unemployed,16370,11819,15.8
1070,Male,Employed,82165,6911,27
1071,Female,Not in labor force,20137,6394,16.9
1072,Female,Not in labor force,20392,8978,16.6
1073,Male,Employed,49521,9987,24.4
1074,Male,Not in labor force,18060,8755,19.1
1075,Female,Employed,30253,4630,20.9
1076,Male,Unemployed,34998,8858,21.4
1077,Female,Not in labor force,91838,8711,21.8
1078,Female,Employed,94704,9119,24
1079,Female,Unemployed,14100,8062,15.6
1080,Female,Employed,46921,7435,21.6
1081,Female,Unemployed,33759,11777,17.8
1082,Male,Employed,74563,12563,25.5
1083,Male,Unemployed,11571,10554,17.6
1084,Male,Employed,30813,7261,22.9
1085,Female,Not in labor force,20822,9315,16.7
1086,Male,Not in labor force,48230,12218,22.1
1087,Male,Employed,54323,10709,24.5
1088,Male,Employed,41029,11059,23.7
1089,Female,Not in labor force,18569,11047,16.1
1090,Male,Employed,60647,6904,25.5
1091,Female,Not in labor force,16137,9354,15.9
1092,Male,Employed,61956,14698,24.2
1093,Male,Employed,92570,8893,26.6
1094,Non-binary,Employed,70119,13342,21.9
1095,Male,Unemployed,50709,13996,22.4
1096,Female,Employed,71895,8067,22.9
1097,Male,Not in labor force,38154,12453,21.1
1098,Male,Employed,76523,7517,26.4
1099,Female,Employed,69788,10151,22.8
1100,Male,Not in labor force,11690,7823,17.8
1101,Female,Employed,25692,9597,19
1102,Male,Employed,37214,12838,23.1
1103,Female,Not in labor force,26081,7354,18.2
1104,Male,Employed,78652,6533,26.2
1105,Female,Employed,60954,13373,21.8
1106,Female,Employed,81502,8917,23.4
1107,Female,Employed,38887,7473,21
1108,Male,Employed,50355,9388,24.6
1109,Male,Employed,76971,10490,25.9
1110,Female,Not in labor force,17548,8342,15.8
1111,Female,Not in labor force,11569,13908,14.2
1112,Male,Employed,67522,12492,24.9
1113,Female,Employed,67324,7156,22.9
1114,Male,Unemployed,24217,12424,19.4
1115,Male,Not in labor force,57048,7045,23
1116,Female,Not in labor force,48181,9266,19.2
1117,Male,Employed,57059,11317,24.3
1118,Female,Not in labor force,9829,6003,15
1119,Male,Employed,103749,8905,26.7
1120,Male,Employed,66564,9880,24.7
1121,Female,Employed,47082,13690,20.6
1122,Female,Employed,28160,9316,20.2
1123,Female,Employed,26961,7744,19.6
1124,Male,Not in labor force,21638,10509,19.4
1125,Female,Employed,47207,9691,21.7
1126,Male,Employed,33963,14505,22.4
1127,Female,Employed,39141,11173,20.5
1128,Female,Employed,23782,12377,18.7
1129,Female,Not in labor force,27363,13018,17
1130,Female,Employed,31335,10861,19.5
1131,Female,Employed,52818,7509,21.8
1132,Male,Employed,131875,7635,28
1133,Female,Not in labor force,28509,8285,17.8
1134,Female,Employed,27716,13765,19.5
1135,Male,Employed,65550,9038,25.4
1136,Male,Employed,20083,10630,21.3
1137,Female,Employed,28842,14575,19.3
1138,Female,Unemployed,7492,10885,13.1
1139,Male,Employed,63750,12236,24.7
1140,Female,Not in labor force,18814,12332,15.7
1141,Female,Not in labor force,6433,5617,13.6
1142,Male,Unemployed,54878,9483,23.2
1143,Female,Not in labor force,43834,11192,19
1144,Male,Employed,60412,14214,24.4
1145,Male,Unemployed,23284,10494,20
1146,Female,Not in labor force,22572,10506,16.9
1147,Male,Unemployed,15656,11352,18.6
1148,Male,Employed,11656,12698,19.1
1149,Male,Employed,299631,10926,30.4
1150,Male,Unemployed,40371,6251,22.2
1151,Male,Employed,73743,9541,25.6
1152,Male,Employed,47581,3294,25.9
1153,Male,Employed,50597,9479,24.1
1154,Male,Employed,33098,8683,23.1
1155,Male,Employed,116485,9102,27.3
